,Unnamed: 0,Date,Academy,Name,Psychometrics,Presentation
914,914,2019-10-15,London Academy,Janeen Pinney,59,14
915,915,2019-10-15,London Academy,Locke Lacelett,56,19
916,916,2019-10-15,London Academy,Daren Windrum,59,21
917,917,2019-10-15,London Academy,Caria Trillow,53,16
918,918,2019-10-15,London Academy,Corby Cristofolini,41,26
919,919,2019-04-16,London Academy,Lay Trosdall,61,21
920,920,2019-04-16,London Academy,Kimbell Lasseter,57,19
921,921,2019-04-16,London Academy,Orazio Brawn,68,25
922,922,2019-04-16,London Academy,Cilka Anlay,43,18
923,923,2019-04-16,London Academy,Irina Marritt,61,23
924,924,2019-04-16,London Academy,Tye Worgen,52,13
925,925,2019-04-16,London Academy,Darcy Srutton,66,21
926,926,2019-04-16,London Academy,Westbrooke Wonham,56,20
927,927,2019-04-16,London Academy,Jessee Chisnall,51,24
928,928,2019-04-16,London Academy,Ali Outram,54,17
929,929,2019-04-16,London Academy,Annalise Easom,51,23
930,930,2019-04-16,London Academy,Corty Frearson,50,21
931,931,2019-04-16,London Academy,Terri Spensley,58,25
932,932,2019-04-16,London Academy,Elli Villalta,40,27
933,933,2019-04-16,London Academy,Karina Ingyon,57,18
934,934,2019-04-16,London Academy,Reina Loudiane,49,17
935,935,2019-04-16,London Academy,Karlene Mcdermott-Row,64,19
936,936,2019-04-16,London Academy,Stacie Heads,63,23
937,937,2019-04-16,London Academy,Dillon Gemnett,55,24
938,938,2019-04-16,London Academy,Chloette Van Weedenburg,47,22
939,939,2019-04-16,London Academy,Louise Dowse,50,20
940,940,2019-04-16,London Academy,Yelena Kelleway,52,25
941,941,2019-04-16,London Academy,Isabelita Alexandrou,63,22
942,942,2019-04-16,London Academy,Dickie Kearton,61,20
943,943,2019-04-16,London Academy,Celle Barlas,65,23
944,944,2019-01-16,London Academy,Huey Broodes,46,25
945,945,2019-01-16,London Academy,Lorianna Weinham,53,18
946,946,2019-01-16,London Academy,Ingar Huckstepp,44,18
947,947,2019-01-16,London Academy,Roxanne Edie,54,21
948,948,2019-01-16,London Academy,Thorpe Maddie,49,16
949,949,2019-01-16,London Academy,Abigail Dunsmore,56,25
950,950,2019-01-16,London Academy,Goran Eton,60,23
951,951,2019-01-16,London Academy,Raquela Elcox,63,22
952,952,2019-01-16,London Academy,Yolanda Fosse,61,20
953,953,2019-01-16,London Academy,Corri Pund,58,26
954,954,2019-01-16,London Academy,Stephan Bahls,59,24
955,955,2019-01-16,London Academy,Felecia Mcblain,47,24
956,956,2019-01-16,London Academy,Conchita Gumey,57,18
957,957,2019-01-16,London Academy,Pierson Mills,47,20
958,958,2019-01-16,London Academy,Ingeberg Othen,59,20
959,959,2019-01-16,London Academy,Garvin Dracey,54,23
960,960,2019-01-16,London Academy,Garrott Demaine,58,19
961,961,2019-01-16,London Academy,Wilona Pammenter,63,15
962,962,2019-01-16,London Academy,Lynnett Swin,58,23
963,963,2019-01-16,London Academy,Gustaf Lude,51,20
964,964,2019-01-16,London Academy,Monah Dowling,49,24
965,965,2019-01-16,London Academy,Randall Waller,53,19
966,966,2019-01-16,London Academy,Thomasine Poundford,65,22
967,967,2019-01-16,London Academy,Anatole Peterffy,62,17
968,968,2019-01-16,London Academy,Simon Murrey,50,19
969,969,2019-01-16,London Academy,Zaccaria Bussons,61,20
970,970,2019-01-16,London Academy,Staci Harlett,56,11
971,971,2019-01-16,London Academy,Trstram Goodyer,61,20
972,972,2019-01-16,London Academy,Theodosia Creenan,52,22
973,973,2019-01-16,London Academy,Melba Cobain,44,22
974,974,2019-01-16,London Academy,Ricca Sowden,55,21
975,975,2019-01-16,London Academy,Drona Lemonby,51,22
976,976,2019-01-16,London Academy,Cory Greene,58,24
977,977,2019-07-16,London Academy,Donalt Gummoe,66,19
978,978,2019-07-16,London Academy,Farlee Baalham,66,20
979,979,2019-07-16,London Academy,Zsa Zsa Rounsefull,61,20
980,980,2019-07-16,London Academy,Verena Townes,59,22
981,981,2019-07-16,London Academy,Ludvig Grzes,53,19
982,982,2019-07-16,London Academy,Karoly Skates,51,20
983,983,2019-07-16,London Academy,Kellyann Yorkston,54,21
984,984,2019-07-16,London Academy,Olly Mougenel,52,18
985,985,2019-07-16,London Academy,Alan Hallewell,68,13
986,986,2019-07-16,London Academy,Bowie Endersby,51,23
987,987,2019-07-16,London Academy,Erina Stockau,46,21
988,988,2019-07-16,London Academy,Fons Ghiotto,58,19
989,989,2019-07-16,London Academy,Markos Walter,51,24
990,990,2019-07-16,London Academy,Mirilla Bottinelli,51,18
991,991,2019-07-16,London Academy,Rodolfo Garret,60,21
992,992,2019-07-16,London Academy,Alli Ludewig,64,22
993,993,2019-07-16,London Academy,Elnore Schwandner,51,21
994,994,2019-07-16,London Academy,Gradeigh Hamblin,60,17
995,995,2019-07-16,London Academy,Brewer Calderbank,50,20
996,996,2019-07-16,London Academy,Nettle Heffer,43,21
997,997,2019-07-16,London Academy,Ulrikaumeko Bowsher,52,17
998,998,2019-07-16,London Academy,Vina Flott,57,18
999,999,2019-07-16,London Academy,Alexis Shee,47,20
1000,1000,2019-07-16,London Academy,Portia Farfalameev,59,18
1001,1001,2019-07-16,London Academy,Martelle Veneur,43,14
1002,1002,2019-07-16,London Academy,Tad Mcilhagga,65,18
1003,1003,2019-05-16,Birmingham Academy,Bobby Mccracken,46,24
1004,1004,2019-05-16,Birmingham Academy,Andrei Musslewhite,51,23
1005,1005,2019-05-16,Birmingham Academy,Vilhelmina Kissell,63,21
1006,1006,2019-05-16,Birmingham Academy,Standford Brewitt,56,22
1007,1007,2019-05-16,Birmingham Academy,Alfi Mccracken,63,18
1008,1008,2019-05-16,Birmingham Academy,Mercedes Cadden,48,20
1009,1009,2019-05-16,Birmingham Academy,Linus Pietruszewicz,58,21
1010,1010,2019-05-16,Birmingham Academy,Corena Birtley,46,25
1011,1011,2019-05-16,Birmingham Academy,Philippa Mccalister,51,16
1012,1012,2019-05-16,Birmingham Academy,Sebastiano Ramsby,43,16
1013,1013,2019-05-16,Birmingham Academy,Patin Storek,51,24
1014,1014,2019-05-16,Birmingham Academy,Alidia Govett,56,19
1015,1015,2019-05-16,Birmingham Academy,Juieta Tellett,63,26
1016,1016,2019-05-16,Birmingham Academy,Fonz Grzegorzewicz,48,16
1017,1017,2019-05-16,Birmingham Academy,Heindrick Mckiddin,58,25
1018,1018,2019-05-16,Birmingham Academy,Benedikt Scogings,59,25
1019,1019,2019-05-16,Birmingham Academy,Davidson Biskupiak,40,21
1020,1020,2019-05-16,Birmingham Academy,Abey Lightollers,62,19
1021,1021,2019-05-16,Birmingham Academy,Gerianne Bagge,58,16
1022,1022,2019-05-16,Birmingham Academy,Filberto Annis,54,25
1023,1023,2019-10-16,London Academy,Clay Perillo,68,18
1024,1024,2019-10-16,London Academy,Margaretta Gedling,55,25
1025,1025,2019-10-16,London Academy,Arlie Baynam,43,22
1026,1026,2019-10-16,London Academy,Deana Lynds,61,25
1027,1027,2019-10-16,London Academy,Chucho Kegan,51,19
1028,1028,2019-10-16,London Academy,Olly Aitkenhead,45,17
1029,1029,2019-10-16,London Academy,Adey Bramwell,52,12
1030,1030,2019-10-16,London Academy,Jordain Offen,62,21
1031,1031,2019-10-16,London Academy,Englebert Hedman,62,20
1032,1032,2019-10-16,London Academy,Elvera Gorman,54,20
1033,1033,2019-10-16,London Academy,Aland Houchin,44,17
1034,1034,2019-10-16,London Academy,Jesus Keller,54,12
1035,1035,2019-10-16,London Academy,Engelbert Palatino,64,24
1036,1036,2019-10-16,London Academy,Zondra Lindgren,48,19
1037,1037,2019-10-16,London Academy,Caren Puig,54,24
1038,1038,2019-10-16,London Academy,Marmaduke Kiefer,64,21
1039,1039,2019-10-16,London Academy,Gabi Fice,55,22
1040,1040,2019-10-16,London Academy,Tiffi Reddlesden,50,21
1041,1041,2019-10-16,London Academy,Mirabelle Tidder,66,19
1042,1042,2019-10-16,London Academy,Evelyn Lukash,47,17
1043,1043,2019-10-16,London Academy,Elita Foch,51,26
1044,1044,2019-10-16,London Academy,Winona Carlaw,68,24
1045,1045,2019-04-17,London Academy,Rivi Epinay,53,19
1046,1046,2019-04-17,London Academy,Ash Hannon,59,19
1047,1047,2019-04-17,London Academy,Marie-Ann Vaar,52,21
1048,1048,2019-04-17,London Academy,Alli Sleeford,55,20
1049,1049,2019-04-17,London Academy,Maure Tink,47,17
1050,1050,2019-04-17,London Academy,Erastus Wenger,43,18
1051,1051,2019-04-17,London Academy,Brooks Gethouse,55,19
1052,1052,2019-04-17,London Academy,Ilka Moodie,51,25
1053,1053,2019-04-17,London Academy,Mylo Leband,44,16
1054,1054,2019-04-17,London Academy,Gianina Bessent,56,25
1055,1055,2019-04-17,London Academy,Brendon Ferrieri,73,20
1056,1056,2019-04-17,London Academy,Ashli Mullaney,49,19
1057,1057,2019-04-17,London Academy,Ellerey Shenton,46,23
1058,1058,2019-04-17,London Academy,Guinna Garford,50,17
1059,1059,2019-04-17,London Academy,Suzy Blaisdell,59,24
1060,1060,2019-04-17,London Academy,Gradey Connor,54,22
1061,1061,2019-04-17,London Academy,Carlyn Durram,55,14
1062,1062,2019-04-17,London Academy,Biddy Rapps,53,19
1063,1063,2019-04-17,London Academy,Thea Labbey,40,22
1064,1064,2019-04-17,London Academy,Annemarie Dulinty,48,26
1065,1065,2019-04-17,London Academy,Beth Tiner,64,23
1066,1066,2019-04-17,London Academy,Kayle Ferenc,52,20
1067,1067,2019-04-17,London Academy,Gonzalo Danniell,50,22
1068,1068,2019-12-17,London Academy,Charmian Martinuzzi,58,22
1069,1069,2019-12-17,London Academy,Eba Tarbath,51,21
1070,1070,2019-12-17,London Academy,Nobe Guerrazzi,54,19
1071,1071,2019-12-17,London Academy,Gerda Yuille,59,20
1072,1072,2019-12-17,London Academy,Berkly Fishleigh,51,24
1073,1073,2019-12-17,London Academy,Sherwood Sandercock,57,20
1074,1074,2019-12-17,London Academy,Blondelle Jaan,63,15
1075,1075,2019-12-17,London Academy,Hermie Lassell,49,24
1076,1076,2019-12-17,London Academy,Lawton Hiddsley,58,17
1077,1077,2019-12-17,London Academy,Giuseppe Cobbin,50,14
1078,1078,2019-12-17,London Academy,Gipsy Seres,54,22
1079,1079,2019-12-17,London Academy,Rube Beals,59,22
1080,1080,2019-12-17,London Academy,Ives Weddell,54,16
1081,1081,2019-12-17,London Academy,Vera Broadfoot,63,20
1082,1082,2019-12-17,London Academy,Brew Botterell,54,17
1083,1083,2019-12-17,London Academy,Celesta Binion,61,25
1084,1084,2019-12-17,London Academy,Maison Purse,61,20
1085,1085,2019-12-17,London Academy,Arne Warne,41,21
1086,1086,2019-12-17,London Academy,Raffaello Mortlock,36,20
1087,1087,2019-12-17,London Academy,Lee Ambrogioli,63,20
1088,1088,2019-12-17,London Academy,Edna Dilston,68,22
1089,1089,2019-12-17,London Academy,Rafaelita D'Ambrogi,57,18
1090,1090,2019-01-17,Birmingham Academy,Agneta Fantini,58,19
1091,1091,2019-01-17,Birmingham Academy,Kare Garvill,48,17
1092,1092,2019-01-17,Birmingham Academy,Chucho Tift,56,12
1093,1093,2019-01-17,Birmingham Academy,Teddy Ham,59,25
1094,1094,2019-01-17,Birmingham Academy,Marc Extance,46,16
1095,1095,2019-01-17,Birmingham Academy,Lauretta Bartell,51,24
1096,1096,2019-01-17,Birmingham Academy,Kala Doeg,48,28
1097,1097,2019-01-17,Birmingham Academy,Linoel Fissenden,59,19
1098,1098,2019-01-17,Birmingham Academy,Reinaldos Rayne,59,16
1099,1099,2019-01-17,Birmingham Academy,Zechariah Salzberger,47,19
1100,1100,2019-01-17,Birmingham Academy,Sylvan Asher,51,24
1101,1101,2019-01-17,Birmingham Academy,Georgie Perel,51,25
1102,1102,2019-01-17,Birmingham Academy,Lazar Seligson,67,11
1103,1103,2019-01-17,Birmingham Academy,Bernadette Gerardi,53,21
1104,1104,2019-01-17,Birmingham Academy,Jenifer Pickles,41,15
1105,1105,2019-01-17,Birmingham Academy,Tonnie Royden,44,20
1106,1106,2019-01-17,Birmingham Academy,Gelya Pyson,54,23
1107,1107,2019-01-17,Birmingham Academy,Aida Bothams,56,22
1108,1108,2019-01-17,Birmingham Academy,Muffin Wigglesworth,53,21
1109,1109,2019-01-17,Birmingham Academy,Bart Godilington,57,15
1110,1110,2019-01-17,Birmingham Academy,Allianora Rowdell,55,22
1111,1111,2019-01-17,Birmingham Academy,Randy Semken,61,23
1112,1112,2019-01-17,Birmingham Academy,Wakefield Jeves,58,17
1113,1113,2019-01-17,Birmingham Academy,Nettie Civitillo,55,17
1114,1114,2019-01-17,Birmingham Academy,Barnabas Crinion,64,23
1115,1115,2019-01-17,Birmingham Academy,Kylynn Jewes,58,19
1116,1116,2019-01-17,Birmingham Academy,Archaimbaud Buller,63,18
1117,1117,2019-07-17,London Academy,Romola Coldtart,54,20
1118,1118,2019-07-17,London Academy,Shea Chasmoor,59,19
1119,1119,2019-07-17,London Academy,Eldin Broster,55,22
1120,1120,2019-07-17,London Academy,Fee Karpe,53,19
1121,1121,2019-07-17,London Academy,Antonius Heape,51,20
1122,1122,2019-07-17,London Academy,Rad Bench,55,22
1123,1123,2019-07-17,London Academy,Emmett Stogill,51,19
1124,1124,2019-07-17,London Academy,Roxie Glasby,55,14
1125,1125,2019-07-17,London Academy,Ofilia Keizman,62,17
1126,1126,2019-07-17,London Academy,Alex Peascod,58,13
1127,1127,2019-07-17,London Academy,Patrizia Wyre,56,19
1128,1128,2019-07-17,London Academy,Courtnay Duiged,62,17
1129,1129,2019-07-17,London Academy,Sarena Weatherill,59,22
1130,1130,2019-07-17,London Academy,Barr Khosa,49,20
1131,1131,2019-07-17,London Academy,Evin De Roeck,62,18
1132,1132,2019-07-17,London Academy,Brooke Paolino,49,19
1133,1133,2019-07-17,London Academy,Laird Grece,51,24
1134,1134,2019-07-17,London Academy,Paulina Tear,52,21
1135,1135,2019-07-17,London Academy,Marsha Lippett,48,22
1136,1136,2019-07-17,London Academy,Avictor Moorey,62,23
1137,1137,2019-07-17,London Academy,Joseito Duiged,60,22
1138,1138,2019-07-17,London Academy,Hastie Hantusch,55,16
1139,1139,2019-07-17,London Academy,Burnaby Mackay,52,22
1140,1140,2019-07-17,London Academy,Linc Ridgway,68,23
1141,1141,2019-07-17,London Academy,Adelbert Terney,49,21
1142,1142,2019-10-17,Birmingham Academy,Any Shotbolt,60,17
1143,1143,2019-10-17,Birmingham Academy,Korry Kenworth,60,19
1144,1144,2019-10-17,Birmingham Academy,Stephie Boorne,38,23
1145,1145,2019-10-17,Birmingham Academy,Ashely Brittles,50,21
1146,1146,2019-10-17,Birmingham Academy,Sammie Beams,63,19
1147,1147,2019-10-17,Birmingham Academy,Adda Bromont,56,21
1148,1148,2019-10-17,Birmingham Academy,Evey Whiteland,55,17
1149,1149,2019-10-17,Birmingham Academy,Verine Pickring,54,18
1150,1150,2019-10-17,Birmingham Academy,Walt Kirkby,57,20
1151,1151,2019-10-17,Birmingham Academy,Kingsly Emmer,40,16
1152,1152,2019-10-17,Birmingham Academy,Damiano Petrusch,49,19
1153,1153,2019-10-17,Birmingham Academy,Dina Mcgookin,57,18
1154,1154,2019-10-17,Birmingham Academy,Patten Tinman,63,26
1155,1155,2019-10-17,Birmingham Academy,Fabio Cattemull,65,18
1156,1156,2019-10-17,Birmingham Academy,Dudley Whiles,54,15
1157,1157,2019-10-17,Birmingham Academy,Teirtza Ghion,62,19
1158,1158,2019-10-17,Birmingham Academy,Alice Vickery,47,20
1159,1159,2019-10-17,Birmingham Academy,Tucky Henstridge,60,19
1160,1160,2019-10-17,Birmingham Academy,Hildy Todd,49,15
1161,1161,2019-10-17,Birmingham Academy,Sandy Droogan,53,19
1162,1162,2019-10-17,Birmingham Academy,Drucy Adolthine,50,24
1163,1163,2019-10-17,Birmingham Academy,Dyna Cristofano,55,19
1164,1164,2019-10-17,Birmingham Academy,Hyacinth Meron,53,16
1165,1165,2019-10-17,Birmingham Academy,Dru Pabel,50,27
1166,1166,2019-10-17,Birmingham Academy,Lorin Jozef,50,17
1167,1167,2019-10-17,Birmingham Academy,Misty Pitt,64,21
1168,1168,2019-10-17,Birmingham Academy,Vernor D'Almeida,50,22
1169,1169,2019-10-17,Birmingham Academy,Brittan Mouat,51,21
1170,1170,2019-10-17,Birmingham Academy,Den Roman,56,18
1171,1171,2019-10-17,Birmingham Academy,Ezequiel Cotsford,54,22
1172,1172,2019-09-17,London Academy,Conrad Ceillier,46,17
1173,1173,2019-09-17,London Academy,Parry Oswick,46,21
1174,1174,2019-09-17,London Academy,Duffie Hanscombe,56,24
1175,1175,2019-09-17,London Academy,Isacco Matuschek,62,16
1176,1176,2019-09-17,London Academy,Woody Orritt,46,19
1177,1177,2019-09-17,London Academy,Adah Silverton,59,22
1178,1178,2019-09-17,London Academy,Michel Chaffey,48,22
1179,1179,2019-09-17,London Academy,Cristal Jeans,62,25
1180,1180,2019-09-17,London Academy,Torie Alessandrini,58,12
1181,1181,2019-09-17,London Academy,Michel Khoter,47,19
1182,1182,2019-09-17,London Academy,Ruby Larciere,50,19
1183,1183,2019-09-17,London Academy,Wolfie Macieja,57,25
1184,1184,2019-09-17,London Academy,Davidde Tuohy,58,23
1185,1185,2019-09-17,London Academy,Otes Kemster,52,26
1186,1186,2019-09-17,London Academy,Abdul Nail,52,12
1187,1187,2019-09-17,London Academy,Brendan Tithecott,55,23
1188,1188,2019-09-17,London Academy,Jacinthe Packham,61,23
1189,1189,2019-09-17,London Academy,Bevon Clayworth,55,16
1190,1190,2019-09-17,London Academy,Krista Trethewey,47,23
1191,1191,2019-09-17,London Academy,Philomena Cessford,54,20
1192,1192,2019-09-17,London Academy,Fiona Goodboddy,50,16
1193,1193,2019-09-17,London Academy,Pasquale Critten,49,23
1194,1194,2019-09-17,London Academy,Boniface Tansley,54,20
1195,1195,2019-09-17,London Academy,Toma Macgibbon,47,18
1196,1196,2019-09-17,London Academy,Blane Manderson,61,19
1197,1197,2019-09-17,London Academy,Constantine Caslett,62,25
1198,1198,2019-09-17,London Academy,Keene Slimm,64,24
1199,1199,2019-09-17,London Academy,Sibylle Juris,51,22
1200,1200,2019-09-17,London Academy,Zondra Fippe,60,15
1201,1201,2019-09-17,London Academy,Kendall Daughtrey,50,21
1202,1202,2019-09-17,London Academy,Gena Trustrie,46,22
1203,1203,2019-09-17,London Academy,Papageno Kinnerley,47,18
1204,1204,2019-09-17,London Academy,Averill Pickance,54,23
1205,1205,2019-09-17,London Academy,Star Lapthorn,52,14
1206,1206,2019-09-17,London Academy,Shawn Robertshaw,47,22
1207,1207,2019-09-17,London Academy,Patricio Stenet,50,20
1208,1208,2019-09-17,London Academy,Elicia Nutkin,51,18
1209,1209,2019-09-17,London Academy,Colleen Rossey,41,19
1210,1210,2019-09-17,London Academy,Siegfried Everal,53,23
1211,1211,2019-09-17,London Academy,Chandra Best,57,22
1212,1212,2019-09-17,London Academy,Standford Glanert,41,20
1213,1213,2019-09-17,London Academy,Silvio Randal,63,13
1214,1214,2019-09-17,London Academy,Janka Clemencet,53,22
1215,1215,2019-09-17,London Academy,Nathaniel Iannetti,46,19
1216,1216,2019-09-17,London Academy,Berkley Bartomeu,57,14
1217,1217,2019-09-17,London Academy,Lamar Macgebenay,57,20
1218,1218,2019-09-17,London Academy,Kalvin Wadworth,50,14
1219,1219,2019-09-17,London Academy,Daria Tudge,57,14
1220,1220,2019-09-17,London Academy,Hastings Flower,48,28
1221,1221,2019-09-17,London Academy,Umeko Bozier,54,17
1222,1222,2019-04-18,Birmingham Academy,Kassi Pinnock,63,15
1223,1223,2019-04-18,Birmingham Academy,Rip Mcilvenny,64,21
1224,1224,2019-04-18,Birmingham Academy,Sibyl Braddick,61,26
1225,1225,2019-04-18,Birmingham Academy,Janet Copner,55,26
1226,1226,2019-04-18,Birmingham Academy,Ivett Bridel,59,22
1227,1227,2019-04-18,Birmingham Academy,Mandy Margaret,48,14
1228,1228,2019-04-18,Birmingham Academy,Brose Benaine,54,17
1229,1229,2019-04-18,Birmingham Academy,Aggy Hefferan,60,17
1230,1230,2019-04-18,Birmingham Academy,Candie Geare,40,24
1231,1231,2019-04-18,Birmingham Academy,Nanette Borrill,59,24
1232,1232,2019-04-18,Birmingham Academy,Hervey Climer,59,22
1233,1233,2019-04-18,Birmingham Academy,Shelagh Barthel,66,16
1234,1234,2019-04-18,Birmingham Academy,Sonnnie Stelljes,66,19
1235,1235,2019-04-18,Birmingham Academy,Pren Abramovicz,63,15
1236,1236,2019-04-18,Birmingham Academy,Felice Culkin,49,20
1237,1237,2019-04-18,Birmingham Academy,Haroun Mccrohon,57,19
1238,1238,2019-04-18,Birmingham Academy,Elliot Ruckert,62,20
1239,1239,2019-04-18,Birmingham Academy,Othilia Skypp,59,22
1240,1240,2019-04-18,Birmingham Academy,Ivett Pote,49,25
1241,1241,2019-04-18,Birmingham Academy,Thatcher Frankish,63,21
1242,1242,2019-04-18,Birmingham Academy,Joycelin Doerffer,56,21
1243,1243,2019-04-18,Birmingham Academy,Felicia Annion,46,22
1244,1244,2019-04-18,Birmingham Academy,Wendell Thomassen,55,19
1245,1245,2019-04-18,Birmingham Academy,Chandler Ilchenko,44,24
1246,1246,2019-12-18,London Academy,Mirabelle Shakeshaft,58,26
1247,1247,2019-12-18,London Academy,See Foynes,50,14
1248,1248,2019-12-18,London Academy,Hersch Holburn,53,20
1249,1249,2019-12-18,London Academy,Adina Seton,60,19
1250,1250,2019-12-18,London Academy,Mort Letrange,40,22
1251,1251,2019-12-18,London Academy,Nady Smallpiece,63,15
1252,1252,2019-12-18,London Academy,Norean Caston,50,18
1253,1253,2019-12-18,London Academy,Hebert Bubbins,47,22
1254,1254,2019-12-18,London Academy,Tiphanie Selway,54,19
1255,1255,2019-12-18,London Academy,Davy Reisenberg,48,24
1256,1256,2019-12-18,London Academy,Clarey Fagan,48,21
1257,1257,2019-12-18,London Academy,Candy Vann,54,18
1258,1258,2019-12-18,London Academy,Winona Strotton,55,15
1259,1259,2019-12-18,London Academy,Bail Delgardo,44,18
1260,1260,2019-12-18,London Academy,Harri Heinschke,56,18
1261,1261,2019-12-18,London Academy,Lurleen Moro,54,17
1262,1262,2019-12-18,London Academy,Dannye Fraczek,50,19
1263,1263,2019-12-18,London Academy,Marlowe Baxstare,45,17
1264,1264,2019-12-18,London Academy,Sydelle Gascoigne,44,22
1265,1265,2019-12-18,London Academy,Rochette Bellfield,59,22
1266,1266,2019-12-18,London Academy,Arney Watsham,49,10
1267,1267,2019-12-18,London Academy,Callida Brazel,46,18
1268,1268,2019-12-18,London Academy,Sunny Stonebridge,49,17
1269,1269,2019-12-18,London Academy,Cris Van Schafflaer,57,20
1270,1270,2019-12-18,London Academy,Linette Hendonson,46,17
1271,1271,2019-12-18,London Academy,Rosanne Maccaughey,49,21
1272,1272,2019-12-18,London Academy,Cirilo Croy,52,27
1273,1273,2019-12-18,London Academy,Lora Kiebes,61,18
1274,1274,2019-12-18,London Academy,Robina Rosen,48,16
1275,1275,2019-12-18,London Academy,Hendrick Skellon,64,23
1276,1276,2019-12-18,London Academy,Sisile Rawood,45,22
1277,1277,2019-12-18,London Academy,Beverlie Newhouse,56,19
1278,1278,2019-12-18,London Academy,Gusta Klagges,56,24
1279,1279,2019-12-18,London Academy,Marve Boatswain,56,24
1280,1280,2019-12-18,London Academy,Louella Parradye,53,25
1281,1281,2019-12-18,London Academy,Wynn Blei,61,20
1282,1282,2019-07-18,Birmingham Academy,Berty Huban,53,15
1283,1283,2019-07-18,Birmingham Academy,Amanda Minto,59,21
1284,1284,2019-07-18,Birmingham Academy,Joannes Yurshev,58,23
1285,1285,2019-07-18,Birmingham Academy,Valaria Bunton,47,26
1286,1286,2019-07-18,Birmingham Academy,Bary Fendlen,52,18
1287,1287,2019-07-18,Birmingham Academy,Fremont Oxlee,51,23
1288,1288,2019-07-18,Birmingham Academy,Hilliard Reinard,67,26
1289,1289,2019-07-18,Birmingham Academy,Ira Rathbourne,54,21
1290,1290,2019-07-18,Birmingham Academy,Shoshanna Janicek,52,22
1291,1291,2019-07-18,Birmingham Academy,Tonye Ambrogio,61,23
1292,1292,2019-07-18,Birmingham Academy,Kylie Cordell,60,27
1293,1293,2019-07-18,Birmingham Academy,Aldrich Whitehall,59,13
1294,1294,2019-07-18,Birmingham Academy,Blair Woollhead,52,24
1295,1295,2019-07-18,Birmingham Academy,Demetria O' Sullivan,60,22
1296,1296,2019-07-18,Birmingham Academy,Karlis Bottle,62,19
1297,1297,2019-07-18,Birmingham Academy,Kalie Leadbeatter,44,19
1298,1298,2019-07-18,Birmingham Academy,Doretta Henner,51,17
1299,1299,2019-07-18,Birmingham Academy,Dannel Longmaid,59,17
1300,1300,2019-07-18,Birmingham Academy,Teena Priel,55,22
1301,1301,2019-07-18,Birmingham Academy,Katinka Tyt,50,20
1302,1302,2019-07-18,Birmingham Academy,Maxy Bensen,63,25
1303,1303,2019-07-18,Birmingham Academy,Merwyn Gossop,56,16
1304,1304,2019-07-18,Birmingham Academy,Celina Polley,63,22
1305,1305,2019-07-18,Birmingham Academy,Ody Paroni,70,15
1306,1306,2019-07-18,Birmingham Academy,Babita Tabourin,53,23
1307,1307,2019-07-18,Birmingham Academy,Anastasia Jansson,47,16
1308,1308,2019-07-18,Birmingham Academy,Kathy Capstack,53,21
1309,1309,2019-07-18,Birmingham Academy,Rancell Lill,63,19
1310,1310,2019-07-18,Birmingham Academy,Sandor Swatradge,71,23
1311,1311,2019-07-18,Birmingham Academy,Jarred Tredger,45,20
1312,1312,2019-07-18,Birmingham Academy,Briggs Logsdail,51,22
1313,1313,2019-07-18,Birmingham Academy,Lonnard O'Neill,50,15
1314,1314,2019-07-18,Birmingham Academy,Bill Pendlebury,56,19
1315,1315,2019-07-18,Birmingham Academy,Abbott Dodgshon,57,16
1316,1316,2019-07-18,Birmingham Academy,Dunstan Halfhide,48,19
1317,1317,2019-07-18,Birmingham Academy,Monica Mingardi,41,21
1318,1318,2019-07-18,Birmingham Academy,Ashby Capener,52,20
1319,1319,2019-07-18,Birmingham Academy,Rachele Bracknell,58,23
1320,1320,2019-06-18,London Academy,Conn Dobson,53,20
1321,1321,2019-06-18,London Academy,Ingaborg Pitblado,67,20
1322,1322,2019-06-18,London Academy,Neall Lannin,49,17
1323,1323,2019-06-18,London Academy,Billi Narraway,53,21
1324,1324,2019-06-18,London Academy,Derrek Shillinglaw,55,11
1325,1325,2019-06-18,London Academy,Ainslee Paice,57,25
1326,1326,2019-06-18,London Academy,Rana Antoniou,47,21
1327,1327,2019-06-18,London Academy,Agnes Attack,48,21
1328,1328,2019-06-18,London Academy,Putnem Ericsson,51,22
1329,1329,2019-06-18,London Academy,Dean Bridle,55,14
1330,1330,2019-06-18,London Academy,Brod Blunden,59,18
1331,1331,2019-06-18,London Academy,Georgette Giacomo,56,21
1332,1332,2019-06-18,London Academy,Hubey Brookes,49,24
1333,1333,2019-06-18,London Academy,York Sygroves,61,22
1334,1334,2019-06-18,London Academy,Nil Iacovo,58,15
1335,1335,2019-06-18,London Academy,Helena Swire,63,24
1336,1336,2019-06-18,London Academy,Ginevra Paice,59,16
1337,1337,2019-06-18,London Academy,Chane Wetwood,51,20
1338,1338,2019-06-18,London Academy,Barbra Polleye,52,22
1339,1339,2019-06-18,London Academy,Shelbi Waddingham,54,21
1340,1340,2019-06-18,London Academy,Aindrea Normanvill,58,23
1341,1341,2019-06-18,London Academy,Hilliard Trusse,39,22
1342,1342,2019-06-18,London Academy,Lexine Rapson,61,21
1343,1343,2019-06-18,London Academy,Cati Dumphries,62,27
1344,1344,2019-06-18,London Academy,Terrell Orridge,57,27
1345,1345,2019-06-18,London Academy,Benedick De Roberto,49,20
1346,1346,2019-06-18,London Academy,Cornelia Artist,61,19
